disno,historic,class_key,event_name,iso,origin,associ_types,ofda_response,appeal,decl,amount_aid,magni,magn_scale,lat,long,start_year,total_deaths,total_affec,total_damage,total_damadj,cpi,entry_date,last_update
138,1,nat-cli-wil-for,Iniki,200,10,45,0,0,0,4350.0,10.0,Km2,42.503,45.073,1992,6.0,990.0,85000.0,177282.0,47.94612963679862,2003-07-01,2023-09-25
139,1,nat-met-sto-sev,Iniki,200,10,45,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,6.0,25000.0,5000000.0,10428370.0,47.94612963679862,2003-07-01,2023-09-25
140,1,nat-met-sto-tro,Iniki,200,10,45,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,6.0,25000.0,5000000.0,10428370.0,47.94612963679862,2007-08-08,2023-09-25
141,1,nat-met-sto-sev,Cholera,200,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,27.0,30000.0,3000000.0,6257022.0,47.94612963679862,2003-07-01,2023-09-25
142,1,nat-met-sto-sev,Cholera,200,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,27.0,30000.0,3000000.0,6257022.0,47.94612963679862,2003-07-01,2023-09-25
143,1,nat-met-sto-sev,Cholera,200,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,27.0,30000.0,3000000.0,6257022.0,47.94612963679862,2003-07-01,2023-09-25
144,1,nat-met-sto-sev,Cholera,200,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,27.0,30000.0,3000000.0,6257022.0,47.94612963679862,2003-07-01,2023-09-25
145,1,nat-met-sto-sev,Cholera,200,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,12.0,30000.0,3000000.0,6257022.0,47.94612963679862,2003-07-01,2023-09-25
146,1,nat-met-sto-sto,Cholera,200,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,12.0,30000.0,3000000.0,6257022.0,47.94612963679862,2003-07-01,2023-09-25
147,1,nat-met-sto-sto,Cholera,200,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,12.0,30000.0,3000000.0,6257022.0,47.94612963679862,2006-01-13,2023-09-25
148,1,nat-bio-epi-bac,Cholera,145,10,81,0,0,0,4350.0,109.0,Km2,42.503,45.073,1992,57.0,30000.0,48100.0,100321.0,47.94612963679862,2003-07-01,2023-09-25
149,1,nat-cli-wil-for,Influenza,159,10,81,0,0,0,4350.0,109.0,Km2,42.503,45.073,1992,31.0,30000.0,48100.0,100321.0,47.94612963679862,2003-07-01,2023-09-25
150,1,nat-hyd-flo-riv,Influenza,159,10,81,0,0,0,4350.0,109.0,Km2,42.503,45.073,1992,200.0,30000.0,48100.0,100321.0,47.94612963679862,2003-07-01,2023-09-25
151,1,nat-bio-epi-dis,Influenza,17,10,81,0,0,0,4350.0,109.0,Vaccinated,42.503,45.073,1992,200.0,30000.0,3400.0,7091.0,47.94612963679862,2003-07-01,2023-09-25
152,1,nat-hyd-flo-riv,Influenza,17,10,81,0,0,0,4350.0,109.0,Km2,42.503,45.073,1992,70.0,30000.0,3400.0,7091.0,47.94612963679862,2006-01-06,2023-09-25
153,1,nat-bio-epi-vir,Influenza,147,10,81,0,0,0,4350.0,109.0,Vaccinated,42.503,45.073,1992,70.0,5135.0,3400.0,7091.0,47.94612963679862,2003-07-01,2023-09-25
154,1,nat-met-sto-tro,Eli (Konsing),147,10,81,0,0,0,4350.0,109.0,Kph,42.503,45.073,1992,22.0,5135.0,3400.0,7091.0,47.94612963679862,2006-01-06,2023-09-25
155,1,nat-met-sto-tro,Gary,147,10,42,0,0,0,4350.0,180.0,Kph,42.503,45.073,1992,42.0,134494.0,3400.0,7091.0,47.94612963679862,2006-01-06,2023-09-25
156,1,nat-hyd-flo-riv,Ted,34,10,73,0,0,0,4350.0,180.0,Km2,42.503,45.073,1992,48.0,2433.0,3400.0,7091.0,47.94612963679862,2006-01-06,2023-09-25
157,1,nat-hyd-flo-fla,Ted,34,10,73,0,0,0,4350.0,180.0,Km2,42.503,45.073,1992,25.0,2433.0,110000.0,229424.0,47.94612963679862,2008-01-30,2023-09-25
158,1,nat-met-sto-sto,Ted,34,523,73,0,0,0,4350.0,180.0,Kph,42.503,45.073,1992,47.0,38000.0,110000.0,229424.0,47.94612963679862,2003-07-01,2023-09-25
159,1,nat-geo-mmd-lan,Ted,34,523,73,0,0,0,4350.0,180.0,Kph,42.503,45.073,1992,49.0,38000.0,425000.0,886411.0,47.94612963679862,2003-07-01,2023-09-25
160,1,nat-met-sto-tro,Ted,34,523,73,0,0,0,4350.0,180.0,Kph,42.503,45.073,1992,53.0,38000.0,425000.0,886411.0,47.94612963679862,2003-07-01,2023-09-25
161,1,nat-hyd-mmw-ava,Yancy,206,523,73,0,0,0,4350.0,180.0,Kph,42.503,45.073,1992,200.0,38000.0,3000.0,6257.0,47.94612963679862,2006-01-06,2023-09-25
162,1,nat-met-sto-tro,Yancy,94,523,38,0,0,0,4350.0,180.0,Kph,42.503,45.073,1992,11.0,86.0,3000.0,6257.0,47.94612963679862,2003-07-01,2023-09-25
163,1,nat-hyd-mmw-lan,Lester,85,523,38,0,0,0,4350.0,26333.0,Km2,42.503,45.073,1992,60.0,3000000.0,3000.0,6257.0,47.94612963679862,2003-07-01,2023-09-25
164,1,nat-hyd-flo-riv,Lester,85,523,38,0,0,0,4350.0,26333.0,Km2,42.503,45.073,1992,16.0,3000000.0,3000.0,6257.0,47.94612963679862,2005-11-25,2023-09-25
165,1,nat-met-sto-tro,Lester,118,121,38,0,0,0,4350.0,26333.0,Kph,42.503,45.073,1992,3.0,10000.0,3000.0,6257.0,47.94612963679862,2006-07-18,2023-09-25
166,1,nat-met-sto-bli,Omar,142,121,38,0,0,0,4350.0,26333.0,Kph,42.503,45.073,1992,1.0,5542.0,51500.0,107412.0,47.94612963679862,2003-07-01,2023-09-25
167,1,nat-met-sto-tro,Omar,77,121,38,0,0,0,4350.0,26333.0,Kph,42.503,45.073,1992,1.0,5542.0,300000.0,625702.0,47.94612963679862,2003-07-01,2023-09-25
168,1,nat-met-ext-col,Polly,118,121,38,0,0,0,4350.0,26333.0,°C,42.503,45.073,1992,30.0,5000000.0,412400.0,860132.0,47.94612963679862,2003-07-01,2023-09-25
169,1,nat-met-sto-tro,Polly,34,121,38,0,0,0,4350.0,26333.0,Kph,42.503,45.073,1992,168.0,5000000.0,412400.0,860132.0,47.94612963679862,2006-09-15,2023-09-25
170,1,nat-met-sto-tro,Polly,195,121,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,8.0,1000.0,35000.0,72999.0,47.94612963679862,2006-09-15,2023-09-25
171,1,nat-bio-epi-bac,Listeria,62,121,73,0,0,0,4350.0,144.0,Km2,42.503,45.073,1992,20.0,1000.0,687300.0,1433484.0,47.94612963679862,2003-07-01,2023-09-25
172,1,nat-hyd-flo-riv,Typhus,62,121,73,0,0,0,4350.0,144.0,Km2,42.503,45.073,1992,3.0,1000.0,687300.0,1433484.0,47.94612963679862,2005-11-25,2023-09-25
173,1,nat-hyd-flo-riv,Typhus,91,121,73,0,0,0,4350.0,144.0,Km2,42.503,45.073,1992,2.0,1000.0,687300.0,1433484.0,47.94612963679862,2005-11-25,2023-09-25
174,1,nat-met-sto-sev,Typhus,9,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,2.0,120.0,274900.0,573352.0,47.94612963679862,2003-07-01,2023-09-25
175,1,nat-cli-wil-for,Typhus,200,143,73,0,0,0,4350.0,144.0,Km2,42.503,45.073,1992,20.0,61.0,90000.0,187711.0,47.94612963679862,2003-07-01,2023-09-25
176,1,nat-bio-epi-bac,Typhus,52,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,20.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
177,1,nat-bio-epi-bac,Cholera,197,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,50.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
178,1,nat-bio-epi-bac,Cholera,146,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,690.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
179,1,nat-bio-epi-bac,Cholera,136,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,100.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
180,1,nat-bio-epi-bac,Cholera,203,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,32.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
181,1,nat-bio-epi-bac,Cholera,75,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,206.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
182,1,nat-bio-epi-bac,Cholera,54,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,200.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
183,1,nat-bio-epi-vir,Gari (Ditang),103,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,143.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
184,1,nat-met-sto-tro,Gari (Ditang),79,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,258.0,61.0,219700.0,458223.0,47.94612963679862,2003-07-01,2023-09-25
185,1,nat-bio-epi-bac,Cholera,213,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,258.0,5649.0,3650.0,7613.0,47.94612963679862,2003-07-01,2023-09-25
186,1,nat-met-sto-sto,Faye,79,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,2.0,379.0,3650.0,7613.0,47.94612963679862,2003-07-01,2023-09-25
187,1,nat-met-sto-tro,Zeke & Fred,103,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,22.0,268877.0,3650.0,7613.0,47.94612963679862,2003-07-01,2023-09-25
188,1,nat-hyd-flo-flo,Ted,108,143,73,0,0,0,4350.0,144.0,Km2,42.503,45.073,1992,1.0,405950.0,2750.0,5736.0,47.94612963679862,2003-07-01,2023-09-25
189,1,nat-bio-epi-dis,Ted,131,143,73,0,0,0,4350.0,144.0,Vaccinated,42.503,45.073,1992,1.0,1750.0,2600.0,5423.0,47.94612963679862,2003-07-01,2023-09-25
190,1,nat-hyd-mmw-ava,Ted,159,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,1.0,1750.0,2600.0,5423.0,47.94612963679862,2003-07-01,2023-09-25
191,1,nat-met-sto-sto,Ted,87,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,1.0,3700.0,1600.0,3337.0,47.94612963679862,2003-07-01,2023-09-25
192,1,nat-met-sto-tro,Ted,198,143,73,0,0,0,4350.0,144.0,Kph,42.503,45.073,1992,1.0,1000.0,1600.0,3337.0,47.94612963679862,2003-07-01,2023-09-25
193,1,nat-geo-ear-gro,Ted,66,143,73,0,0,0,4350.0,6.7,Richter,42.503,45.073,1992,1.0,10.0,69000.0,143912.0,47.94612963679862,2004-03-26,2023-09-25
194,1,nat-hyd-flo-flo,Ted,85,143,39,1,0,0,4350.0,122.0,Km2,33.961,-116.32,1992,179.0,500.0,69000.0,143912.0,47.94612963679862,2007-08-08,2023-09-25
195,1,nat-hyd-flo-flo,Ted,84,143,39,0,0,0,4350.0,122.0,Km2,33.961,-116.32,1992,57.0,265553.0,21828.0,45526.0,47.94612963679862,2003-07-01,2023-09-25
196,1,nat-hyd-flo-flo,Ted,101,143,39,0,0,0,4350.0,3985.0,Km2,33.961,-116.32,1992,5.0,278.0,21828.0,45526.0,47.94612963679862,2003-07-01,2023-09-25
197,1,nat-met-sto-tro,Ted,101,143,39,0,0,0,4350.0,3985.0,Kph,33.961,-116.32,1992,10.0,433.0,21828.0,45526.0,47.94612963679862,2003-07-01,2023-09-25
198,1,nat-hyd-flo-riv,Gloring,103,143,39,0,0,0,4350.0,3985.0,Km2,33.961,-116.32,1992,10.0,150.0,21828.0,45526.0,47.94612963679862,2003-07-01,2023-09-25
199,1,nat-hyd-flo-flo,Gloring,122,143,39,0,0,0,4350.0,3985.0,Km2,33.961,-116.32,1992,5.0,4625.0,55115.0,114952.0,47.94612963679862,2003-07-01,2023-09-25
200,1,nat-met-sto-sto,Gloring,147,143,39,0,0,0,4350.0,205.0,Kph,33.961,-116.32,1992,26.0,733096.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
201,1,nat-met-sto-tro,Omar (Lusing),147,143,39,0,0,0,4350.0,205.0,Kph,33.961,-116.32,1992,11.0,173569.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
202,1,nat-hyd-flo-flo,Angela,147,143,39,0,0,0,4350.0,1010.0,Km2,33.961,-116.32,1992,19.0,58255.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
203,1,nat-met-sto-tro,Angela,185,143,39,0,0,0,4350.0,1010.0,Kph,33.961,-116.32,1992,3.0,106109.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
204,1,nat-met-sto-tro,Colleen,185,143,39,0,0,0,4350.0,1010.0,Kph,33.961,-116.32,1992,3.0,160550.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
205,1,nat-met-sto-sto,Forrest,185,143,39,0,0,0,4350.0,1010.0,Kph,33.961,-116.32,1992,3.0,119787.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
206,1,nat-geo-mmd-lan,Cholera,201,143,39,0,0,0,4350.0,1010.0,°C,33.961,-116.32,1992,1.0,400.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
207,1,nat-met-ext-col,Cholera,136,143,39,0,0,0,4350.0,1010.0,°C,33.961,-116.32,1992,18.0,52800.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
208,1,nat-met-ext-col,Cholera,85,143,39,0,0,0,4350.0,1010.0,°C,33.961,-116.32,1992,275.0,52800.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
209,1,nat-cli-wil-for,Cholera,33,143,39,0,0,0,4350.0,1010.0,Km2,33.961,-116.32,1992,2231.0,52800.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
210,1,nat-cli-wil-for,Cholera,31,143,39,0,0,0,4350.0,6.2,Km2,33.961,-116.32,1992,2231.0,52800.0,120000.0,250281.0,47.94612963679862,2003-07-01,2023-09-25
211,1,nat-met-ext-col,Cholera,31,143,39,0,0,0,4350.0,6.2,°C,33.961,-116.32,1992,2231.0,52800.0,2000000.0,4171348.0,47.94612963679862,2005-12-01,2023-09-25
212,1,nat-hyd-flo-flo,Cholera,147,143,39,1,0,0,4350.0,6.2,Km2,33.961,-116.32,1992,2231.0,52800.0,100000.0,208567.0,47.94612963679862,2003-07-01,2023-09-25
213,1,nat-met-sto-sto,Cholera,167,143,39,0,0,0,4350.0,6.2,Kph,33.961,-116.32,1992,2231.0,494.0,100000.0,208567.0,47.94612963679862,2003-07-01,2023-09-25
214,1,nat-bio-inf-loc,Cholera,59,143,39,1,0,0,4350.0,6.2,Km2,33.961,-116.32,1992,2231.0,494.0,100000.0,208567.0,47.94612963679862,2003-07-01,2023-09-25
215,1,nat-bio-epi-bac,Cholera,28,143,39,0,0,0,4350.0,6.2,Km2,33.961,-116.32,1992,2231.0,494.0,100000.0,208567.0,47.94612963679862,2005-06-15,2023-09-25
216,1,nat-hyd-flo-riv,Cholera,24,143,39,0,0,0,4350.0,6.2,Km2,33.961,-116.32,1992,2231.0,32.0,100000.0,208567.0,47.94612963679862,2006-01-03,2023-09-25
217,1,nat-met-sto-sto,Cholera,34,74,39,0,0,0,4350.0,6.2,Kph,33.961,-116.32,1992,2231.0,32.0,90000.0,187711.0,47.94612963679862,2006-01-06,2023-09-25
218,1,nat-geo-ear-gro,Cholera,200,74,49,0,0,0,4350.0,6.2,Richter,33.961,-116.32,1992,2231.0,32.0,100000.0,208567.0,47.94612963679862,2006-01-06,2023-09-25
219,1,nat-hyd-flo-riv,Cholera,139,74,49,0,0,0,4350.0,58000.0,Km2,13.3,123.7,1992,2231.0,40249.0,27600.0,57565.0,47.94612963679862,2006-07-19,2023-09-25
220,1,nat-hyd-flo-flo,Cholera,48,74,49,0,0,0,4350.0,58000.0,Km2,13.3,123.7,1992,2231.0,40249.0,30100.0,62779.0,47.94612963679862,2006-07-19,2023-09-25
221,1,nat-bio-epi-bac,Cholera,196,74,49,0,0,0,4350.0,58000.0,Km2,13.3,123.7,1992,2231.0,40249.0,53200.0,110958.0,47.94612963679862,2015-12-14,2023-09-25
222,1,nat-cli-dro-dro,Kina,34,74,49,0,0,0,4350.0,58000.0,Km2,13.3,123.7,1992,31.0,12000000.0,53200.0,110958.0,47.94612963679862,2006-02-13,2023-09-25
223,1,nat-cli-dro-dro,Kina,34,74,49,0,0,0,4350.0,130000.0,Km2,13.3,123.7,1992,31.0,12000000.0,384000.0,800899.0,47.94612963679862,2006-02-13,2023-09-25
224,1,nat-cli-dro-dro,Kina,82,74,49,0,0,0,4350.0,241.0,Km2,13.3,123.7,1992,31.0,1000000.0,384000.0,800899.0,47.94612963679862,2006-02-13,2023-09-25
225,1,nat-cli-dro-dro,Kina,83,74,73,0,0,0,4350.0,241.0,Km2,13.3,123.7,1992,31.0,1100000.0,384000.0,800899.0,47.94612963679862,2006-09-14,2023-09-25
226,1,nat-cli-dro-dro,Kina,51,74,73,0,0,0,4350.0,241.0,Km2,13.3,123.7,1992,31.0,1100000.0,751700.0,1567801.0,47.94612963679862,2006-02-13,2023-09-25
227,1,nat-cli-dro-dro,Kina,110,74,73,0,0,0,4350.0,241.0,Km2,13.3,123.7,1992,31.0,1100000.0,52900.0,110332.0,47.94612963679862,2006-02-13,2023-09-25
228,1,nat-cli-dro-dro,Kina,146,74,73,0,0,0,4350.0,241.0,Km2,13.3,123.7,1992,31.0,1100000.0,250000.0,521419.0,47.94612963679862,2006-02-13,2023-09-25
229,1,nat-cli-dro-dro,Kina,131,319,73,1,0,0,4350.0,241.0,Km2,13.3,123.7,1992,31.0,7000000.0,1500000.0,3128511.0,47.94612963679862,2006-02-13,2023-09-25
230,1,nat-cli-dro-dro,Kina,42,319,73,0,0,0,4350.0,241.0,Km2,13.3,123.7,1992,31.0,7000000.0,1500000.0,3128511.0,47.94612963679862,2006-02-13,2023-09-25
231,1,nat-cli-dro-dro,Kina,9,319,73,0,0,1,4350.0,241.0,Km2,13.3,123.7,1992,31.0,7000000.0,1500000.0,3128511.0,47.94612963679862,2012-10-12,2023-09-25
232,1,nat-cli-dro-dro,Kina,142,319,73,0,0,0,4350.0,241.0,Km2,13.3,123.7,1994,31.0,752000.0,100000.0,197440.0,50.648402662256565,2007-05-06,2023-09-25
233,1,nat-met-sto-lig,Kina,17,319,73,0,0,0,4350.0,241.0,Kph,13.3,123.7,1993,31.0,752000.0,100000.0,202588.0,49.3613321649381,2003-07-01,2023-09-25
234,1,nat-met-sto-tro,Kina,61,319,73,1,0,0,4350.0,241.0,Kph,13.3,123.7,1993,21.0,160003.0,100000.0,202588.0,49.3613321649381,2003-07-01,2023-09-25
235,1,nat-hyd-flo-riv,Nina,84,319,73,0,0,0,175.0,19200.0,Km2,13.3,123.7,1993,59.0,259553.0,19301.0,39101.0,49.3613321649381,2005-11-14,2023-09-25
236,1,nat-hyd-flo-riv,Nina,87,121,73,0,0,0,3167.0,625200.0,Km2,13.3,123.7,1993,407.0,484728.0,1000000.0,2025877.0,49.3613321649381,2007-08-13,2023-09-25
237,1,nat-hyd-flo-flo,Nina,196,121,6,0,0,0,219.0,130.0,Km2,13.3,123.7,1993,54.0,201543.0,3510.0,7111.0,49.3613321649381,2003-07-01,2023-09-25
238,1,nat-met-sto-tro,Nina,194,121,6,0,0,0,10.0,130.0,Kph,13.3,123.7,1993,4.0,150.0,488.0,989.0,49.3613321649381,2003-07-01,2023-09-25
239,1,nat-met-sto-tro,Nina,167,121,6,1,0,0,232.0,130.0,Kph,13.3,123.7,1993,4.0,88500.0,488.0,989.0,49.3613321649381,2003-07-01,2023-09-25
240,1,nat-geo-vol-ash,Mayon,147,121,6,1,0,0,587.0,20.0,Km2,13.3,123.7,1993,79.0,165009.0,488.0,989.0,49.3613321649381,2005-06-03,2023-09-25
241,1,nat-hyd-flo-riv,Adel,118,121,6,1,0,0,25.0,20.0,Km2,30.149,50.814,1993,20.0,30000.0,95400.0,193269.0,49.3613321649381,2007-08-13,2023-09-25
242,1,nat-hyd-flo-riv,Adel,33,10,73,0,0,0,232.0,20.0,Km2,30.149,50.814,1993,109.0,3276.0,34000.0,68880.0,49.3613321649381,2003-07-01,2023-09-25
243,1,nat-hyd-flo-fla,Adel,40,10,73,0,0,0,200.0,20.0,Km2,30.149,50.814,1993,63.0,80283.0,1000000.0,2025877.0,49.3613321649381,2005-11-14,2023-09-25
244,1,nat-met-sto-bli,Adel,44,194,73,0,0,0,4918.0,160.0,Kph,30.149,50.814,1993,5.0,149775.0,1000000.0,2025877.0,49.3613321649381,2007-05-05,2023-09-25
245,1,nat-met-sto-bli,Adel,118,194,73,0,0,0,1460.0,83.0,Kph,30.149,50.814,1993,250.0,45.0,2500.0,5065.0,49.3613321649381,2007-05-05,2023-09-25
246,1,nat-hyd-mmw-lan,Adel,54,194,73,1,0,0,1460.0,83.0,Kph,30.149,50.814,1993,250.0,45.0,500000.0,1012939.0,49.3613321649381,2003-12-22,2023-09-25
247,1,nat-hyd-mmw-lan,Adel,54,121,73,0,0,0,1460.0,83.0,Kph,30.149,50.814,1993,200.0,75020.0,500000.0,1012939.0,49.3613321649381,2006-01-25,2023-09-25
248,1,nat-met-sto-hai,Adel,56,121,73,1,0,0,2533.0,83.0,Kph,30.149,50.814,1993,3.0,15675.0,5165.0,10464.0,49.3613321649381,2003-07-01,2023-09-25
249,1,nat-met-sto-tro,Adel,149,121,73,0,0,0,1.0,83.0,Kph,30.149,50.814,1993,15.0,40040.0,1500.0,3039.0,49.3613321649381,2003-07-01,2023-09-25
250,1,nat-hyd-mmw-ava,Prema,144,121,73,0,0,0,2949.0,61490.0,Kph,30.149,50.814,1993,36.0,309.0,10000.0,20259.0,49.3613321649381,2003-07-01,2023-09-25
251,1,nat-hyd-mmw-ava,Prema,144,121,73,0,0,0,2949.0,61490.0,Kph,30.149,50.814,1993,22.0,5.0,10000.0,20259.0,49.3613321649381,2003-07-01,2023-09-25
252,1,nat-met-sto-sto,Prema,124,121,73,1,0,0,2949.0,61490.0,Kph,30.149,50.814,1993,7.0,100000.0,10000.0,20259.0,49.3613321649381,2003-07-01,2023-09-25
253,1,nat-hyd-flo-riv,Prema,210,121,73,0,0,0,2949.0,61490.0,Km2,30.149,50.814,1993,31.0,21500.0,1500.0,3039.0,49.3613321649381,2005-11-14,2023-09-25
254,1,nat-hyd-mmw-mud,Prema,186,121,73,1,0,0,2949.0,250.0,Kph,30.149,50.814,1993,5.0,75357.0,149000.0,301856.0,49.3613321649381,2005-11-14,2023-09-25
255,1,nat-met-sto-tro,Prema,207,121,3,1,0,0,2949.0,250.0,Kph,30.149,50.814,1993,4.0,12005.0,6000.0,12155.0,49.3613321649381,2003-07-01,2023-09-25
256,1,nat-hyd-flo-riv,Tsunami,5,121,3,0,0,0,644.0,247100.0,Km2,30.149,50.814,1993,28.0,3207056.0,400000.0,810351.0,49.3613321649381,2005-11-14,2023-09-25
257,1,nat-hyd-flo-riv,Tsunami,17,319,3,0,0,0,644.0,607.0,Km2,30.149,50.814,1993,28.0,3207056.0,11000.0,22285.0,49.3613321649381,2005-11-14,2023-09-25
258,1,nat-met-sto-tro,Tsunami,17,10,3,0,0,0,644.0,160.0,Kph,30.149,50.814,1993,14.0,7500.0,11000.0,22285.0,49.3613321649381,2003-07-01,2023-09-25
259,1,nat-hyd-flo-fla,Tsunami,44,10,3,0,0,0,75.0,5.6,Km2,30.149,50.814,1993,12.0,40000.0,11000.0,22285.0,49.3613321649381,2005-11-14,2023-09-25
260,1,nat-geo-ear-gro,Tsunami,87,418,3,0,0,0,75.0,5.6,Richter,30.149,50.814,1993,24.0,4049.0,11000.0,22285.0,49.3613321649381,2004-03-26,2023-09-25
261,1,nat-hyd-flo-flo,Tsunami,92,418,3,1,0,0,75.0,213200.0,Km2,42.851,139.197,1993,9.0,4372.0,11000.0,22285.0,49.3613321649381,2003-07-01,2023-09-25
262,1,nat-hyd-flo-riv,Tsunami,95,418,3,0,0,0,353.0,213200.0,Km2,42.851,139.197,1993,10.0,30000.0,36532.0,74009.0,49.3613321649381,2005-11-17,2023-09-25
263,1,nat-hyd-flo-flo,Tsunami,149,123,3,0,0,0,143.0,23270.0,Km2,42.851,139.197,1993,125.0,54000.0,2500.0,5065.0,49.3613321649381,2003-07-01,2023-09-25
264,1,nat-hyd-flo-riv,Tsunami,159,123,3,0,0,0,143.0,23270.0,Km2,42.851,139.197,1993,125.0,6953.0,34000.0,68880.0,49.3613321649381,2005-11-17,2023-09-25
265,1,nat-hyd-flo-riv,Tsunami,108,319,69,0,0,0,143.0,13960.0,Km2,42.851,139.197,1993,8.0,180000.0,310.0,628.0,49.3613321649381,2005-11-17,2023-09-25
266,1,nat-hyd-flo-flo,Tsunami,144,121,37,0,0,0,143.0,3895.0,Km2,42.851,139.197,1993,15.0,261295.0,7000000.0,14181141.0,49.3613321649381,2003-07-01,2023-09-25
267,1,nat-hyd-flo-flo,Tsunami,85,121,37,1,0,0,964.0,80937.0,Km2,42.851,139.197,1993,827.0,128000000.0,7000000.0,14181141.0,49.3613321649381,2007-08-13,2023-09-25
268,1,nat-hyd-flo-riv,Tsunami,200,121,37,0,0,0,116.0,445000.0,Km2,42.851,139.197,1993,48.0,31000.0,12000000.0,24310527.0,49.3613321649381,2005-11-17,2023-09-25
269,1,nat-geo-ear-tsu,Tsunami,94,330,37,0,0,0,116.0,7.8,Richter,42.851,139.197,1993,239.0,7355.0,1000000.0,2025877.0,49.3613321649381,2011-04-27,2023-09-25
270,1,nat-hyd-flo-riv,Bret,17,330,77,0,0,0,116.0,2300.0,Km2,12.982,144.801,1993,162.0,11469537.0,100000.0,202588.0,49.3613321649381,2005-12-02,2023-09-25
271,1,nat-bio-epi-dis,Bret,17,121,77,0,0,0,116.0,2300.0,Vaccinated,12.982,144.801,1993,38.0,5660.0,100000.0,202588.0,49.3613321649381,2003-07-01,2023-09-25
272,1,nat-hyd-flo-riv,Bret,21,121,77,0,0,0,116.0,2300.0,Km2,12.982,144.801,1993,1048.0,40000.0,100000.0,202588.0,49.3613321649381,2005-11-17,2023-09-25
273,1,nat-hyd-flo-flo,Bret,68,121,77,0,0,0,15.0,8.1,Km2,12.982,144.801,1993,1048.0,6066.0,120000.0,243105.0,49.3613321649381,2003-07-01,2023-09-25
274,1,nat-geo-ear-gro,Bret,77,121,77,0,0,0,1747.0,8.1,Richter,12.982,144.801,1993,1048.0,71.0,120000.0,243105.0,49.3613321649381,2006-07-19,2023-09-25
275,1,nat-hyd-flo-fla,Bret,141,121,73,0,1,0,1747.0,373.0,Km2,15.385,31.69,1993,1048.0,553268.0,200000.0,405175.0,49.3613321649381,2007-08-14,2023-09-25
276,1,nat-met-sto-tro,Bret,137,121,42,1,0,0,1747.0,97.0,Kph,15.385,31.69,1993,37.0,123000.0,2600.0,5267.0,49.3613321649381,2003-07-01,2023-09-25
277,1,nat-hyd-flo-flo,Koryn (Goring),147,121,42,0,0,0,384.0,180.0,Km2,15.385,31.69,1993,5.0,258080.0,2600.0,5267.0,49.3613321649381,2003-07-01,2023-09-25
278,1,nat-met-sto-tro,Koryn (Goring),147,121,42,0,0,0,384.0,180.0,Kph,15.385,31.69,1993,2.0,43735.0,442.0,895.0,49.3613321649381,2003-07-01,2023-09-25
